property_type,num_beds,num_baths,size_sqft,furnishing,lat,lng,subzone,planning_area,price,built_year,tenure,pri_sch,sec_sch,mrt_station,population_density,closest_dist_to_mrt,closest_dist_to_pri,closest_dist_to_sec,close_pri_sch,close_sec_sch,closest_dist_to_shop,closest_dist_to_com
condo,4,5,2368,unfurnished,1.311,103.8,newton circus,newton,10920000.0,2025,freehold,0.0,0.0,2.0,1170.96018735363,954.6735967250615,1238.8062858991407,1102.9710100327193,0,0,1415.080480681904,2533.2287280140895
condo,1,1,527,partial,1.298,103.9,bugis,downtown core,1632800.0,2024,99-year leasehold,0.0,0.0,0.0,3176.302640970735,552.9034637503229,2077.186904742443,838.452560653443,0,1,517.1085849889372,2588.0038213482776
condo,2,2,700,partial,1.428,103.8,yishun central,yishun,1365000.0,2020,99-year leasehold,0.0,0.0,0.0,6003.666361136572,1918.2840497434167,1609.464560727434,1627.2776379838895,0,0,1867.863760026113,3060.6453904536993
condo,2,2,775,partial,1.306,103.8,cairnhill,newton,2278500.0,2023,freehold,0.0,0.0,0.0,8593.576965669989,1314.1961614342283,1189.8134459071514,1261.4321527647296,0,0,1267.1871453777942,2216.6310742355713
condo,3,3,1087,unspecified,1.346,103.9,upper paya lebar,serangoon,2684600.0,2021,freehold,0.0,1.0,0.0,18829.290006677053,601.6077545830979,559.239282107667,192.0527970956523,2,4,610.2802488195483,686.5087335440879
semi-detached house,5,5,3800,unspecified,1.388,103.8,tagore,ang mo kio,5964000.0,1998,freehold,0.0,0.0,1.0,2384.380061184092,1250.1764373832384,2835.0592151114543,2838.470523899309,0,0,4111.634856973067,5528.84985393757
semi-detached house,8,9,8360,partial,1.317,103.94,frankel,bedok,19740000.0,2014,freehold,3.0,1.0,0.0,8026.34334783924,1468.3786920834889,742.9894947180309,316.77357926626706,2,1,1233.884580451349,3650.1545962005107
hdb,3,2,1216,unspecified,1.376,103.75,peng siang,choa chu kang,619500.0,2016,99-year leasehold,1.0,1.0,0.0,40245.74011823345,1216.9511422131989,917.3619900655249,854.9968473469103,3,2,638.7083901317426,4445.728620011589
condo,3,2,1055,unfurnished,1.306,103.8,cairnhill,newton,3198300.0,2023,freehold,0.0,0.0,0.0,8593.576965669989,1314.1961614342283,1189.8134459071514,1261.4321527647296,0,0,1267.1871453777942,2216.6310742355713
condo,2,2,947,unspecified,1.312,103.8,holland drive,queenstown,2878200.0,2025,99-year leasehold,0.0,0.0,0.0,26938.602082005524,869.9144554083573,1139.32441132957,997.9798102500641,0,1,1467.1536477390737,2554.8549555266627
bungalow,5,5,5500,unspecified,1.3125,103.8,moulmein,novena,52500000.0,1985,freehold,1.0,0.0,1.0,6901.669758812616,791.0017042641059,1041.6632217345634,893.8486490372085,0,1,1525.1917709161926,2580.8725173781363
condo,2,1,657,unspecified,1.311,103.8,leedon park,bukit timah,1840200.0,2025,freehold,0.0,0.0,1.0,3159.1856757419673,954.6735967250615,1238.8062858991407,1102.9710100327193,0,0,1415.080480681904,2533.2287280140895
condo,4,4,1938,unspecified,1.316,103.8,nassim,tanglin,7245000.0,2022,freehold,0.0,0.0,1.0,4541.768045417681,580.7274503483127,684.7637625581945,496.79247227389976,1,1,1804.6387210045755,2726.0245593218715
condo,4,4,2820,partial,1.331,103.8,toa payoh central,toa payoh,6510000.0,2010,freehold,1.0,1.0,1.0,25304.795448387973,840.5577682167585,701.0019852733553,897.6204827690063,1,1,2261.767275075484,3647.2002569171746
condo,5,5,1582,unspecified,1.311,103.9,kampong java,kallang,3570000.0,2026,99-year leasehold,1.0,0.0,0.0,10009.505703422054,415.1306925962342,1343.2635384169912,1270.608515503607,0,0,819.9976722976163,2224.2056988527115
condo,2,3,872,fully,1.312,103.9,aljunied,geylang,1134000.0,2016,freehold,2.0,2.0,3.0,13503.292250548708,401.7159552009021,1274.9179856097999,1196.1790247439662,0,0,924.1777975910361,2185.1609525580593
hdb,3,2,904,partial,1.321,103.94,bedok south,bedok,465200.0,1977,99-year leasehold,2.0,3.0,1.0,15577.352950989223,1182.2536377469642,309.91137027078094,338.5872170586192,1,2,996.7874376584547,3434.910635224003
terraced house,4,4,3014,unspecified,1.389,103.8,tagore,ang mo kio,4307800.0,2005,freehold,0.0,0.0,1.0,2384.380061184092,1155.8551405621827,2893.89482022338,2897.5497405958577,0,0,4159.076521409636,5517.166490619564
condo,2,2,883,unspecified,1.266,103.8,maritime square,bukit merah,2363600.0,2025,99-year leasehold,0.0,0.0,4.0,1359.2670471613098,641.8227609154545,1267.0083420548274,1675.7145892320023,0,0,847.5708892779642,2592.6061365658684
bungalow,5,3,6508,unspecified,1.325,103.8,holland road,bukit timah,35490000.0,2011,freehold,0.0,0.0,1.0,3200.2834199338686,447.6657698715741,679.8147412693688,619.7139719076048,2,1,2499.20569486858,3247.153994084528
executive condo,3,3,1055,unspecified,1.39,103.75,saujana,bukit panjang,1344000.0,2014,99-year leasehold,2.0,1.0,0.0,38400.0,786.5252982065929,572.4014578181741,444.2843770302597,4,4,752.463911062426,2929.099697803953
condo,1,1,409,partial,1.299,103.9,bugis,downtown core,1567600.0,2024,99-year leasehold,0.0,0.0,0.0,3176.302640970735,444.6263932054229,2015.9232170534617,813.4303796271456,0,1,416.3462659437621,2641.4391471732356
bungalow,6,6,7015,unspecified,1.317,103.94,frankel,bedok,8997400.0,2014,freehold,3.0,1.0,0.0,8026.34334783924,1468.3786920834889,742.9894947180309,316.77357926626706,2,1,1233.884580451349,3650.1545962005107
executive condo,3,2,947,unspecified,1.417,103.9,lower seletar,yishun,1259000.0,2017,99-year leasehold,0.0,0.0,0.0,2219.9750163583367,3619.1130254610885,2680.969377262088,2641.0658898173588,0,0,2817.236363671301,1238.1371413860124
condo,4,3,1496,partial,1.3125,103.8,farrer court,bukit timah,4042500.0,2023,freehold,1.0,1.0,1.0,11059.413027916966,791.0017042641059,1041.6632217345634,893.8486490372085,0,1,1525.1917709161926,2580.8725173781363
hdb,2,1,710,unspecified,1.326,103.9,macpherson,geylang,367500.0,1971,99-year leasehold,2.0,0.0,3.0,22447.36425518442,659.0133421680833,748.431455840862,898.2163266032529,2,1,953.6983690501338,2241.0835820085967
condo,2,2,732,unspecified,1.291,103.9,clarke quay,singapore river,2478000.0,2026,99-year leasehold,0.0,0.0,1.0,447.9669193659545,1312.2861731136122,2430.0119791812176,1285.559868625469,0,0,1259.4150634778828,2324.226820679785
condo,2,2,700,partial,1.311,103.8,leedon park,bukit timah,1890000.0,2025,freehold,0.0,0.0,1.0,3159.1856757419673,954.6735967250615,1238.8062858991407,1102.9710100327193,0,0,1415.080480681904,2533.2287280140895
hdb,3,2,990,unspecified,1.379,103.9,hougang east,hougang,651000.0,2015,99-year leasehold,1.0,1.0,0.0,29571.615046873147,2062.2068788931792,635.6014388992488,838.8479840803334,2,2,612.2767813387185,2183.079561365836
condo,2,2,980,unspecified,1.3125,103.94,bayshore,bedok,1239000.0,1996,99-year leasehold,0.0,1.0,1.0,2971.9163874262003,1906.507296541245,1068.7909912910193,783.0034737052476,0,1,1647.4821091849872,3969.9520285093995
hdb,3,2,1302,unspecified,1.375,103.9,trafalgar,hougang,774900.0,1989,99-year leasehold,2.0,1.0,0.0,28204.54024306352,1975.5668111157345,203.16795477260584,541.4195948398404,3,4,505.6444680352609,2523.257600851095
terraced house,5,6,2538,unspecified,1.318,103.94,bedok south,bedok,7233300.0,1997,99-year leasehold,2.0,3.0,1.0,15577.352950989223,1389.6612264283315,634.5563227518154,261.8107555837325,2,2,1163.9910171738138,3592.6312952067206
condo,4,3,1292,partial,1.386,103.8,tagore,ang mo kio,2604000.0,2026,99-year leasehold,0.0,0.0,1.0,2384.380061184092,1444.8426629727887,2726.568714388651,2729.451392209434,0,0,4022.635089417636,5551.549106067904
terraced house,5,3,2800,unspecified,1.319,103.94,frankel,bedok,5145000.0,1980,freehold,3.0,1.0,0.0,8026.34334783924,1315.2048197763727,526.1873404649733,245.61615578873955,2,2,1100.3917807412706,3537.5067097668743
condo,1,1,527,unspecified,1.294,103.8,institution hill,river valley,1739800.0,2025,freehold,0.0,0.0,0.0,8023.433520122262,672.336343465033,566.1457103681322,106.94151501830721,2,3,1010.5007506669068,1157.2457416372913
hdb,4,3,1560,unspecified,1.437,103.8,midview,woodlands,939800.0,2004,99-year leasehold,1.0,2.0,0.0,37665.527552328065,1356.8986105704496,941.9246998048271,1115.6354744360692,1,0,1313.6945492063946,2881.533029008874
hdb,3,2,893,unspecified,1.295,103.8,margaret drive,queenstown,985800.0,2016,99-year leasehold,1.0,2.0,0.0,15673.09565556205,715.191352287586,531.1077384406963,188.6024666509478,1,2,1077.1202942088792,1227.7474835760438
hdb,3,2,1121,unspecified,1.331,103.9,kim keat,toa payoh,627900.0,1988,99-year leasehold,0.0,0.0,0.0,21525.148729042725,627.6120921960893,500.68009645451383,361.11728128790406,2,1,739.7697512127423,2266.075627369675
condo,3,2,1012,unspecified,1.377,103.75,gombak,bukit batok,1575000.0,2025,99-year leasehold,0.0,0.0,1.0,4042.6657981516914,1125.2039592273268,869.1155549628778,748.9496900296207,3,2,562.9606965960891,4337.314061313317
condo,1,2,517,unspecified,1.3125,103.8,moulmein,novena,1457400.0,2023,99-year leasehold,1.0,0.0,1.0,6901.669758812616,791.0017042641059,1041.6632217345634,893.8486490372085,0,1,1525.1917709161926,2580.8725173781363
condo,1,1,377,unspecified,1.279,103.8,pasir panjang 1,queenstown,703500.0,2015,freehold,0.0,0.0,0.0,4157.448377581121,1002.5445803518222,521.1725333172111,739.1915689347575,2,1,1204.4184924001747,1283.3516270856612
hdb,4,2,1313,unspecified,1.44,103.8,midview,woodlands,630000.0,2004,99-year leasehold,1.0,2.0,0.0,37665.527552328065,1273.807589252423,862.2204867432343,742.5901614599339,1,1,1158.9963371949023,2520.181683140924
condo,2,2,840,unfurnished,1.283,103.8,pearl's hill,outram,2154600.0,2023,99-year leasehold,0.0,1.0,0.0,10897.435897435898,856.562151411533,416.89956001888476,308.0648324505956,2,1,927.984026747101,1022.786023958187
condo,4,3,1496,partial,1.3125,103.8,farrer court,bukit timah,4620000.0,2023,freehold,1.0,1.0,1.0,11059.413027916966,791.0017042641059,1041.6632217345634,893.8486490372085,0,1,1525.1917709161926,2580.8725173781363
landed,5,5,3046,unspecified,1.44,103.8,sembawang springs,sembawang,2289000.0,2008,99-year leasehold,0.0,0.0,1.0,8268.146261597236,1273.807589252423,862.2204867432343,742.5901614599339,1,1,1158.9963371949023,2520.181683140924
executive condo,2,2,889,unspecified,1.382,103.9,compassvale,sengkang,1260000.0,2013,99-year leasehold,2.0,0.0,1.0,19173.069886571535,2017.8335289627507,777.9149281596359,944.7997805478722,3,1,843.7474800249787,1952.6172210886828
bungalow,5,6,9594,unspecified,1.319,103.8,malcolm,novena,16275000.0,1990,freehold,1.0,3.0,0.0,2236.3732848154045,466.8947449928876,504.38360818491947,283.377543409837,1,1,2049.9332180501706,2873.423420346999
hdb,2,2,635,unspecified,1.322,103.9,geylang bahru,kallang,367500.0,1997,99-year leasehold,0.0,0.0,1.0,15336.505778382052,390.46784817238216,781.6640705829777,983.7207961269548,2,1,1274.307877784854,2106.566213200419
hdb,3,2,1302,fully,1.368,103.94,pasir ris central,pasir ris,693000.0,1989,99-year leasehold,1.0,1.0,1.0,21329.80482963943,1417.9079854458496,533.1294193687577,1273.6915068556293,2,0,1259.674259508049,1576.590106478566
condo,2,2,800,unspecified,1.31,103.8,orange grove,newton,2698500.0,2022,freehold,0.0,0.0,0.0,5324.211778703153,1043.8559507016741,1339.7033129426795,1208.5981339151076,0,0,1369.6527882164553,2516.107069448361
condo,2,1,635,unfurnished,1.345,103.9,upper paya lebar,serangoon,1545600.0,2022,freehold,0.0,1.0,0.0,18829.290006677053,626.5342592715958,470.50222994325225,292.727621425748,2,4,706.310485966041,785.5782396425145
hdb,3,2,1022,unspecified,1.275,103.8,chinatown,outram,1459500.0,2011,99-year leasehold,0.0,0.0,3.0,17864.441416893733,603.2914088486924,425.4572169621732,1134.5311439533932,1,0,1238.9395711773286,1620.2531878555435
condo,2,2,915,unspecified,1.372,103.94,pasir ris central,pasir ris,1029000.0,2011,99-year leasehold,1.0,1.0,1.0,21329.80482963943,1314.4608796885448,511.58904700199827,1366.6853637686716,2,0,878.4612571960461,1207.3185332102685
condo,3,2,936,unspecified,1.311,103.8,leedon park,bukit timah,2587500.0,2025,freehold,0.0,0.0,1.0,3159.1856757419673,954.6735967250615,1238.8062858991407,1102.9710100327193,0,0,1415.080480681904,2533.2287280140895
condo,1,1,495,unspecified,1.314,103.8,nassim,tanglin,1491000.0,2022,freehold,0.0,0.0,1.0,4541.768045417681,659.0128435142686,854.2925336348969,689.7231168356401,1,1,1656.5926838698595,2645.541593099815
condo,4,3,1270,partial,1.441,103.8,sembawang springs,sembawang,1953000.0,2024,99-year leasehold,0.0,0.0,1.0,8268.146261597236,1194.2298030220613,875.4611966911217,661.1332614602634,1,1,1081.0092118393013,2433.5764067001337
hdb,3,2,1420,unspecified,1.348,103.75,bukit batok central,bukit batok,815800.0,1987,99-year leasehold,2.0,1.0,1.0,34099.71260777208,160.5262718767133,447.4984660636491,326.70957868045775,3,2,281.5210179328547,2214.4763411719523
executive condo,3,3,1206,unspecified,1.38,103.94,pasir ris west,pasir ris,1134000.0,2005,99-year leasehold,1.0,0.0,0.0,22603.258810155363,1514.7549743146521,501.0987585027317,1868.3931792202086,1,0,522.9824132422187,730.4573465895269
condo,3,3,1227,unfurnished,1.346,103.9,upper paya lebar,serangoon,2705600.0,2021,freehold,0.0,1.0,0.0,18829.290006677053,601.6077545830979,559.239282107667,192.0527970956523,2,4,610.2802488195483,686.5087335440879
hdb,4,2,1324,unspecified,1.367,103.94,pasir ris central,pasir ris,735000.0,1989,99-year leasehold,1.0,1.0,1.0,21329.80482963943,1462.9027991279956,430.55001979253376,1272.7383781529365,1,0,1359.966226587952,1673.7976511490435
condo,5,4,1582,unfurnished,1.312,103.9,kampong java,kallang,3189900.0,2026,99-year leasehold,1.0,0.0,0.0,10009.505703422054,401.7159552009021,1274.9179856097999,1196.1790247439662,0,0,924.1777975910361,2185.1609525580593
executive condo,5,3,1722,unspecified,1.401,103.9,matilda,punggol,2047500.0,2013,99-year leasehold,1.0,1.0,0.0,38675.2611691487,2518.343259756904,943.7123051064557,1217.4803265764892,1,0,1084.3704660632204,1277.367010907609
hdb,3,2,1323,unfurnished,1.303,103.94,marine parade,marine parade,1039500.0,1975,99-year leasehold,2.0,1.0,0.0,23172.41379310345,2891.4991288956426,1872.4941698610241,1365.5021234241226,0,0,2620.377558710128,4733.183813730274
hdb,3,2,1001,unspecified,1.31,103.8,ghim moh,queenstown,997500.0,2017,99-year leasehold,0.0,0.0,0.0,28521.416803953874,1043.8559507016741,1339.7033129426795,1208.5981339151076,0,0,1369.6527882164553,2516.107069448361
condo,3,2,1399,unspecified,1.294,103.8,robertson quay,singapore river,5124000.0,2010,freehold,0.0,0.0,0.0,5941.571259376233,672.336343465033,566.1457103681322,106.94151501830721,2,3,1010.5007506669068,1157.2457416372913
terraced house,5,4,2300,unspecified,1.373,103.8,kebun bahru,ang mo kio,2782500.0,1999,99-year leasehold,2.0,1.0,1.0,21616.97247706422,2513.57468282891,2410.711476565559,2029.3185918883987,0,0,2894.8807095124425,4675.345191766463
condo,3,2,850,unspecified,1.375,103.9,kangkar,hougang,1207500.0,2018,99-year leasehold,0.0,1.0,0.0,32052.80921183244,1975.5668111157345,203.16795477260584,541.4195948398404,3,4,505.6444680352609,2523.257600851095
condo,5,4,1668,unspecified,1.441,103.8,sembawang springs,sembawang,2710000.0,2024,99-year leasehold,0.0,0.0,1.0,8268.146261597236,1194.2298030220613,875.4611966911217,661.1332614602634,1,1,1081.0092118393013,2433.5764067001337
condo,2,1,635,unspecified,1.345,103.9,upper paya lebar,serangoon,1566600.0,2022,freehold,0.0,1.0,0.0,18829.290006677053,626.5342592715958,470.50222994325225,292.727621425748,2,4,706.310485966041,785.5782396425145
condo,2,2,689,unspecified,1.294,103.8,chatsworth,tanglin,1994000.0,2023,freehold,0.0,0.0,0.0,5118.110236220472,672.336343465033,566.1457103681322,106.94151501830721,2,3,1010.5007506669068,1157.2457416372913
condo,4,3,1496,unspecified,1.305,103.75,dover,queenstown,3042900.0,2023,99-year leasehold,1.0,2.0,0.0,8027.240454973556,2048.583451890329,1189.2557246622987,1061.6008369676815,0,0,1786.2653714086969,2598.365506321766
bungalow,5,5,10000,unspecified,1.322,103.8,leedon park,bukit timah,29400000.0,2018,99-year leasehold,0.0,0.0,1.0,3159.1856757419673,321.0512943820992,502.14710479141434,355.0357459920847,1,1,2303.487583875208,3048.6327876098294
hdb,3,2,1000,unspecified,1.404,103.94,waterway east,punggol,609000.0,2012,99-year leasehold,3.0,1.0,0.0,33964.54472199838,3260.2690375780985,2197.9047167736694,2969.4016753134024,0,0,2706.24356467388,2715.496398858302
condo,2,2,1044,partial,1.295,103.9,bras basah,museum,2310000.0,2007,99-year leasehold,0.0,0.0,1.0,45.70383912248629,878.1966696211094,2203.3483678157772,984.1250712425971,0,1,831.3067023534854,2449.683882628286
condo,2,2,753,partial,1.317,103.8,nassim,tanglin,2310000.0,2025,freehold,0.0,0.0,1.0,4541.768045417681,569.290938701315,611.4072527776592,409.5359951827492,1,1,1883.6948502854393,2771.776373443841
condo,3,2,904,unspecified,1.299,103.9,bugis,downtown core,2516800.0,2024,99-year leasehold,0.0,0.0,0.0,3176.302640970735,444.6263932054229,2015.9232170534617,813.4303796271456,0,1,416.3462659437621,2641.4391471732356
semi-detached house,6,6,6376,partial,1.301,103.9,mountbatten,marine parade,9834300.0,2025,freehold,0.0,1.0,0.0,5829.779776856125,228.95975031723128,1873.671603312763,806.0711589621035,0,1,236.5992841405761,2758.0471174615172
condo,1,1,538,unspecified,1.291,103.9,clarke quay,singapore river,1575000.0,2026,99-year leasehold,0.0,0.0,1.0,447.9669193659545,1312.2861731136122,2430.0119791812176,1285.559868625469,0,0,1259.4150634778828,2324.226820679785
hdb,3,2,990,unspecified,1.382,103.9,compassvale,sengkang,764400.0,2017,99-year leasehold,2.0,0.0,1.0,19173.069886571535,2017.8335289627507,777.9149281596359,944.7997805478722,3,1,843.7474800249787,1952.6172210886828
condo,4,3,2260,partial,1.304,103.8,tanglin,orchard,8305500.0,2017,freehold,0.0,0.0,0.0,2208.955223880597,1243.8847259264267,998.650586747237,1146.3061991557615,1,0,1269.7121045171157,2020.375424275389
condo,5,5,2605,unspecified,1.317,103.75,faber,clementi,4389000.0,2023,99-year leasehold,0.0,0.0,0.0,5652.815861632566,1707.474730362377,926.5705417079078,542.8912481473867,1,1,1654.2596660323807,1205.6686695615867
condo,3,3,1711,unspecified,1.303,103.9,tanjong rhu,kallang,4725000.0,2023,99-year leasehold,0.0,1.0,1.0,5417.926460548132,38.532027574390455,1746.9047906375886,855.666205816679,0,1,181.51154640274086,2678.3169507179646
bungalow,4,3,3400,unspecified,1.429,103.75,woodgrove,woodlands,2730000.0,2000,99-year leasehold,2.0,1.0,0.0,20304.04999399111,1408.10107958616,2667.055703189551,3037.638299253357,0,0,3365.9936358638042,1446.5573761042212
hdb,2,2,721,unspecified,1.277,103.8,singapore general hospital,bukit merah,441000.0,1986,99-year leasehold,0.0,0.0,0.0,18.76172607879925,798.3495310642372,423.2625904362083,955.8517725607105,2,1,1286.2690128036534,1445.316501666859
condo,2,2,689,unspecified,1.325,103.94,bedok north,bedok,1522500.0,2027,99-year leasehold,4.0,3.0,0.0,25545.463058338795,1008.2857681163771,131.85436738281751,673.7395702025157,3,3,886.3471202640201,3226.9883587089125
condo,5,5,1884,unspecified,1.339,103.75,bukit batok south,bukit batok,4410000.0,2024,freehold,0.0,0.0,0.0,8265.057573073516,1067.256200278732,854.6352458963188,797.7921970034943,1,1,595.4435825630696,1251.995349166412
executive condo,4,3,1346,unfurnished,1.395,103.9,fernvale,sengkang,1816500.0,2016,99-year leasehold,2.0,1.0,0.0,24586.051179126945,2298.8629143549197,184.63337683466963,536.1741079883441,2,1,341.13700368866006,1461.2168202053242
hdb,3,2,990,partial,1.312,103.8,holland drive,queenstown,992200.0,2012,99-year leasehold,0.0,0.0,0.0,26938.602082005524,869.9144554083573,1139.32441132957,997.9798102500641,0,1,1467.1536477390737,2554.8549555266627
bungalow,4,4,4800,unspecified,1.387,103.9,seletar hills,serangoon,14490000.0,2013,freehold,0.0,0.0,0.0,6307.118033208907,2059.5075692369637,371.28890896986087,580.5238536462458,2,1,566.1429202224953,1641.9006667192077
hdb,3,2,1001,unspecified,1.408,103.9,punggol town centre,punggol,588000.0,2017,99-year leasehold,4.0,1.0,0.0,18691.745738517086,2924.876817681765,1703.7212050869643,1957.7036585881995,0,0,1841.443390059339,919.5795486396112
condo,3,3,1615,partial,1.309,103.94,siglap,bedok,2278500.0,1978,99-year leasehold,0.0,1.0,0.0,5927.2894615738605,2289.5790647641934,1343.4603238668967,1197.9745164503229,0,0,2022.8873338911333,4258.465270080379
hdb,3,2,1302,unspecified,1.43,103.8,yishun west,yishun,669900.0,1985,99-year leasehold,3.0,1.0,1.0,35518.5136381605,1762.4260812167627,1430.669818009727,1514.8835953405378,0,0,1712.3168059971715,2996.559170767382
hdb,2,2,786,unspecified,1.348,103.75,hong kah,jurong west,399000.0,1984,99-year leasehold,2.0,3.0,0.0,30047.39336492891,160.5262718767133,447.4984660636491,326.70957868045775,3,2,281.5210179328547,2214.4763411719523
executive condo,4,3,1260,unspecified,1.435,103.9,yishun east,yishun,1449000.0,2027,99-year leasehold,2.0,1.0,0.0,34290.3973322783,4477.936833839678,3025.37998797447,3670.629248147932,0,0,3455.00310681752,2939.1120256884196
hdb,3,2,699,unspecified,1.306,103.94,marine parade,marine parade,459900.0,1975,99-year leasehold,2.0,1.0,0.0,23172.41379310345,2587.5366693585306,1596.6954283915973,1242.475656963642,0,0,2317.9952804013806,4490.284401356582
condo,3,2,861,unspecified,1.366,103.9,kovan,hougang,1449000.0,2023,99-year leasehold,0.0,0.0,1.0,12732.218002668582,1304.4785113593734,777.6785230418866,594.6757603941712,2,3,1088.6823508136454,1690.077504845282
condo,2,1,592,unfurnished,1.315,103.9,moulmein,novena,1655800.0,2022,freehold,1.0,0.0,1.0,6901.669758812616,594.4536194240955,1070.2719953262983,965.5401733396909,0,1,1346.2838241404681,2078.9681339262993
hdb,3,2,979,fully,1.334,103.94,kaki bukit,bedok,519800.0,1986,99-year leasehold,1.0,0.0,2.0,13169.088975540588,653.9915958922296,369.9708025031279,182.69801819039228,4,3,1244.8533979248132,2299.1980673652643
bungalow,4,3,3500,unspecified,1.387,103.9,seletar hills,serangoon,8715000.0,2013,freehold,0.0,0.0,0.0,6307.118033208907,2059.5075692369637,371.28890896986087,580.5238536462458,2,1,566.1429202224953,1641.9006667192077
bungalow,5,7,8000,unspecified,1.249,103.8,sentosa,southern islands,16273800.0,2007,99-year leasehold,0.0,0.0,0.0,407.0670191783122,2078.33241767171,3072.2832723955653,3287.2160556232984,0,0,1922.0110926016705,4370.099968244434
bungalow,5,7,9700,unspecified,1.319,103.8,malcolm,novena,16275000.0,1990,freehold,1.0,3.0,0.0,2236.3732848154045,466.8947449928876,504.38360818491947,283.377543409837,1,1,2049.9332180501706,2873.423420346999
semi-detached house,5,5,5136,partial,1.386,103.9,seletar hills,serangoon,7665000.0,1993,freehold,0.0,0.0,0.0,6307.118033208907,2039.7111236181413,477.4932165277176,670.3151065288431,2,1,653.1202021905394,1694.711461182065
executive condo,3,3,1087,unspecified,1.39,103.75,saujana,bukit panjang,1449000.0,2014,99-year leasehold,2.0,1.0,0.0,38400.0,786.5252982065929,572.4014578181741,444.2843770302597,4,4,752.463911062426,2929.099697803953
condo,3,3,1141,unspecified,1.286,103.8,pearl's hill,outram,2717400.0,2025,99-year leasehold,0.0,1.0,0.0,10897.435897435898,611.4613817188018,293.97408791662883,62.45656048390471,1,2,816.5012224615541,918.1711142731007
condo,2,1,614,unspecified,1.298,103.9,bugis,downtown core,1934100.0,2024,99-year leasehold,0.0,0.0,0.0,3176.302640970735,552.9034637503229,2077.186904742443,838.452560653443,0,1,517.1085849889372,2588.0038213482776
condo,2,2,1065,unspecified,1.315,103.8,nassim,tanglin,1890000.0,2013,freehold,0.0,0.0,1.0,4541.768045417681,611.5387340671831,766.529220102696,591.1588980049153,1,1,1728.7910777290197,2683.888705499148
hdb,3,2,1173,unspecified,1.321,103.9,bendemeer,kallang,619600.0,1997,99-year leasehold,2.0,1.0,1.0,27287.914003486345,375.4522763411663,826.237629477639,944.4018019127745,2,1,1364.3306772120086,2085.7541174377116
semi-detached house,4,6,4717,unspecified,1.301,103.9,mountbatten,marine parade,8059800.0,2025,freehold,0.0,1.0,0.0,5829.779776856125,228.95975031723128,1873.671603312763,806.0711589621035,0,1,236.5992841405761,2758.0471174615172
hdb,3,2,1302,partial,1.33,103.94,kaki bukit,bedok,669900.0,1982,99-year leasehold,1.0,0.0,2.0,13169.088975540588,932.6230324861775,520.5717945968618,479.0038890031039,5,4,987.0421595229195,2707.251568023913
condo,2,1,657,partial,1.325,103.94,bedok north,bedok,1365000.0,2027,99-year leasehold,4.0,3.0,0.0,25545.463058338795,1008.2857681163771,131.85436738281751,673.7395702025157,3,3,886.3471202640201,3226.9883587089125
condo,3,2,936,unspecified,1.311,103.8,leedon park,bukit timah,2637100.0,2025,freehold,0.0,0.0,1.0,3159.1856757419673,954.6735967250615,1238.8062858991407,1102.9710100327193,0,0,1415.080480681904,2533.2287280140895
hdb,3,2,710,unspecified,1.288,103.8,pearl's hill,outram,420000.0,1982,99-year leasehold,0.0,1.0,0.0,10897.435897435898,501.9207982470155,382.2037549415032,247.27988415330958,1,3,809.2812278612556,908.6169466122674
townhouse,5,5,4402,unspecified,1.339,103.94,bedok reservoir,bedok,3780000.0,2016,99-year leasehold,1.0,1.0,1.0,10704.829151431093,636.9637413857589,626.495461903729,564.7252068809863,3,2,1639.213412585015,1806.4623767662504
condo,2,2,753,unspecified,1.354,103.8,central water catchment,central water catchment,1732500.0,2024,99-year leasehold,0.0,0.0,0.0,0.2691159809142946,2269.787639165996,2691.2755786838293,2379.8685816260186,0,0,2039.8051466752984,3981.876951554094
condo,2,2,743,unspecified,1.3125,103.8,tyersall,tanglin,2078000.0,2023,freehold,0.0,0.0,2.0,1797.7111615623407,791.0017042641059,1041.6632217345634,893.8486490372085,0,1,1525.1917709161926,2580.8725173781363
condo,2,2,1507,fully,1.386,103.9,seletar hills,serangoon,1764000.0,2015,99-year leasehold,0.0,0.0,0.0,6307.118033208907,2039.7111236181413,477.4932165277176,670.3151065288431,2,1,653.1202021905394,1694.711461182065
executive condo,3,2,990,unspecified,1.445,103.8,sembawang springs,sembawang,1449000.0,2017,99-year leasehold,0.0,0.0,1.0,8268.146261597236,936.1685443365882,705.3015803875966,464.27996449135475,2,2,840.0268276040223,2107.6143618189562
hdb,3,2,1119,unspecified,1.363,103.75,hong kah north,bukit batok,585900.0,1987,99-year leasehold,1.0,2.0,0.0,30435.288640595903,556.0994770742132,508.66309186428526,150.12018896791835,1,2,1470.624751288832,3674.696871737688
bungalow,6,6,5038,unspecified,1.38,103.94,pasir ris park,pasir ris,3675000.0,2010,999-year leasehold,0.0,0.0,0.0,4559.870743821435,1514.7549743146521,501.0987585027317,1868.3931792202086,1,0,522.9824132422187,730.4573465895269
hdb,3,2,1001,unspecified,1.288,103.8,henderson hill,bukit merah,1194900.0,2018,99-year leasehold,0.0,1.0,0.0,22375.27297161095,501.9207982470155,382.2037549415032,247.27988415330958,1,3,809.2812278612556,908.6169466122674
hdb,3,2,1001,unspecified,1.325,103.9,balestier,novena,900900.0,2018,99-year leasehold,1.0,0.0,0.0,16832.762379321084,573.1192236034713,733.1352763826707,1006.3891415325944,2,0,1026.034110930425,2200.1982729930573
