,property_type,num_beds,num_baths,size_sqft,price,built_year,price_per_sqft,furnishing_unspecified,furnishing_partial,furnishing_unfurnished,furnishing_fully,tenure_99,tenure_999,tenure_freehold
8860,4,4,3,1496,4711400.0,-1,3149.33,0,1,0,0,0,0,1
8861,3,4,4,3154,4753800.0,6,1507.23,1,0,0,0,1,0,0
8862,4,2,2,710,2108400.0,-1,2969.58,1,0,0,0,0,0,1
8863,8,2,2,731,806400.0,4,1103.15,0,1,0,0,1,0,0
8864,10,6,7,8000,6279000.0,52,784.88,1,0,0,0,0,0,1
8865,8,4,2,1302,627900.0,18,482.26,1,0,0,0,1,0,0
8866,4,3,2,883,1680000.0,-1,1902.6,1,0,0,0,0,0,1
8867,2,6,5,4693,3444000.0,12,733.86,1,0,0,0,0,1,0
8868,4,2,1,614,1781800.0,-1,2901.95,1,0,0,0,1,0,0
8869,10,6,6,4865,4305000.0,0,884.89,0,0,1,0,1,0,0
8870,8,3,2,990,629000.0,6,635.35,1,0,0,0,1,0,0
8871,8,3,2,1012,577500.0,38,570.65,1,0,0,0,1,0,0
8872,3,4,4,3606,4922100.0,6,1364.98,1,0,0,0,1,0,0
8873,4,5,4,1991,3255000.0,-1,1634.86,1,0,0,0,1,0,0
8874,4,3,3,1539,4473000.0,4,2906.43,1,0,0,0,1,0,0
8875,4,1,1,474,993300.0,-2,2095.57,1,0,0,0,0,0,1
8876,8,3,2,1023,1353100.0,5,1322.68,0,1,0,0,1,0,0
8877,12,5,3,3300,4599000.0,40,1393.64,1,0,0,0,0,0,1
8878,8,3,2,1001,619500.0,4,618.88,0,0,1,0,1,0,0
8879,8,3,2,1001,1039500.0,5,1038.46,0,1,0,0,1,0,0
8880,8,2,2,1001,575400.0,5,574.83,1,0,0,0,1,0,0
8881,8,3,2,947,945000.0,7,997.89,1,0,0,0,1,0,0
8882,6,5,4,1593,2047500.0,-5,1285.31,1,0,0,0,1,0,0
8883,8,3,2,1184,1155000.0,36,975.51,1,0,0,0,1,0,0
8884,4,3,2,1141,3412500.0,-1,2990.8,1,0,0,0,1,0,0
8885,8,3,2,1022,1459500.0,11,1428.08,1,0,0,0,1,0,0
8886,8,3,2,980,504000.0,33,514.29,1,0,0,0,1,0,0
8887,4,2,1,614,1764000.0,-1,2872.96,1,0,0,0,0,0,1
8888,4,2,2,743,2609200.0,0,3511.71,1,0,0,0,0,0,1
8889,12,4,2,1950,4410000.0,37,2261.54,1,0,0,0,0,0,1
8890,8,3,2,990,764400.0,6,772.12,1,0,0,0,1,0,0
8891,4,3,3,1109,2625000.0,-4,2367.0,0,1,0,0,1,0,0
8892,4,3,2,1076,2568200.0,-3,2386.8,0,1,0,0,1,0,0
8893,10,6,6,4865,4347000.0,0,893.53,0,0,1,0,1,0,0
8894,2,7,10,11000,22890000.0,12,2080.91,1,0,0,0,1,0,0
8895,4,2,1,646,1312500.0,9,2031.73,0,1,0,0,0,0,1
8896,4,2,2,872,1974000.0,-4,2263.76,1,0,0,0,1,0,0
8897,8,3,2,732,407400.0,50,556.56,1,0,0,0,1,0,0
8898,8,2,2,732,491400.0,5,671.31,1,0,0,0,1,0,0
8899,4,2,2,699,1612100.0,1,2306.29,1,0,0,0,0,0,1
8900,4,3,2,893,1875300.0,-5,2100.0,1,0,0,0,1,0,0
8901,4,2,1,624,1865700.0,0,2989.9,0,0,1,0,0,0,1
8902,8,3,2,1346,682500.0,20,507.06,1,0,0,0,1,0,0
8903,4,2,1,603,1625700.0,-3,2696.02,1,0,0,0,0,0,1
8904,4,2,2,700,2184900.0,0,3121.29,0,1,0,0,0,0,1
8905,4,4,2,1055,2625000.0,-3,2488.15,1,0,0,0,0,0,1
8906,6,3,3,1098,1332300.0,5,1213.39,1,0,0,0,1,0,0
8907,4,4,7,4596,8500800.0,11,1849.61,0,0,1,0,1,0,0
8908,4,4,3,1184,1813400.0,-2,1531.59,0,1,0,0,1,0,0
8909,4,2,1,689,1499400.0,-1,2176.2,0,1,0,0,1,0,0
8910,4,1,1,506,1435100.0,0,2836.17,0,1,0,0,1,0,0
8911,4,4,3,1270,3681300.0,-1,2898.66,0,0,1,0,0,0,1
8912,4,2,2,710,1361800.0,-4,1918.03,0,0,1,0,0,0,1
8913,8,3,2,1200,630000.0,25,525.0,1,0,0,0,1,0,0
8914,2,6,5,5000,7644000.0,11,1528.8,1,0,0,0,0,0,1
8915,4,2,2,689,1702000.0,-2,2470.25,0,0,1,0,0,0,1
8916,8,3,2,1001,630000.0,10,629.37,1,0,0,0,1,0,0
8917,4,1,1,499,777000.0,7,1557.11,1,0,0,0,0,0,1
8918,4,2,1,624,1764000.0,-1,2826.92,1,0,0,0,1,0,0
8919,4,1,1,495,1429000.0,0,2886.87,1,0,0,0,0,0,1
8920,8,3,2,1012,840000.0,9,830.04,1,0,0,0,1,0,0
8921,4,2,2,646,1800800.0,-1,2787.62,0,1,0,0,0,0,1
8922,8,3,2,1205,829500.0,6,688.38,0,0,1,0,1,0,0
8923,4,2,2,893,1890000.0,6,2116.46,0,1,0,0,1,0,0
8924,8,3,2,1076,483000.0,23,448.88,0,0,0,1,1,0,0
8925,8,3,2,1210,682500.0,7,564.05,1,0,0,0,1,0,0
8926,8,3,2,1044,1312500.0,6,1257.18,0,1,0,0,1,0,0
8927,4,2,2,689,2198800.0,-2,3191.29,1,0,0,0,0,0,1
8928,8,3,2,1270,840000.0,41,661.42,1,0,0,0,1,0,0
8929,6,3,2,1206,1102500.0,23,914.18,1,0,0,0,1,0,0
8930,4,1,1,527,806400.0,6,1530.17,1,0,0,0,1,0,0
8931,8,3,2,1001,1050000.0,5,1048.95,1,0,0,0,1,0,0
8932,4,3,2,1399,3906000.0,-2,2791.99,1,0,0,0,0,0,1
8933,4,3,3,3874,3654000.0,7,943.21,1,0,0,0,1,0,0
8934,8,3,2,1001,617400.0,5,616.78,1,0,0,0,1,0,0
8935,4,3,3,1163,2709000.0,-1,2329.32,1,0,0,0,0,0,1
8936,4,2,1,700,2132600.0,-1,3046.57,0,0,1,0,1,0,0
8937,4,1,1,517,1428000.0,-1,2762.09,0,1,0,0,1,0,0
8938,4,4,4,1496,3326400.0,-1,2223.53,1,0,0,0,1,0,0
8939,4,4,3,1271,3138300.0,-1,2469.16,1,0,0,0,0,0,1
8940,4,2,2,990,2362500.0,-2,2386.36,0,1,0,0,1,0,0
8941,8,3,2,1001,661500.0,5,660.84,1,0,0,0,1,0,0
8942,4,1,1,506,1260000.0,0,2490.12,0,0,0,1,1,0,0
8943,4,4,3,1496,4711400.0,-1,3149.33,0,0,1,0,0,0,1
8944,4,3,3,1711,4515000.0,-1,2638.81,1,0,0,0,1,0,0
8945,4,3,2,840,1772400.0,-1,2110.0,1,0,0,0,0,0,1
8946,4,2,1,614,1781800.0,-1,2901.95,1,0,0,0,1,0,0
8947,6,4,3,1249,1541400.0,6,1234.11,1,0,0,0,1,0,0
8948,4,3,2,1098,2046400.0,-4,1863.75,1,0,0,0,0,0,1
8949,4,2,2,732,2060100.0,0,2814.34,0,1,0,0,0,0,1
8950,8,3,2,1001,577500.0,5,576.92,0,0,0,1,1,0,0
8951,6,3,2,1001,1246200.0,-5,1244.96,1,0,0,0,1,0,0
8952,4,2,2,710,1627500.0,0,2292.25,0,1,0,0,0,0,1
8953,2,7,5,5400,28359400.0,30,5251.74,1,0,0,0,0,0,1
8954,4,1,1,624,1008000.0,5,1615.38,0,1,0,0,1,0,0
8955,8,4,2,1603,839000.0,35,523.39,0,0,1,0,1,0,0
8956,4,3,3,2207,2520000.0,7,1141.82,1,0,0,0,1,0,0
8957,8,3,2,1098,714000.0,24,650.27,1,0,0,0,1,0,0
8958,4,3,3,1970,4200000.0,52,2131.98,1,0,0,0,0,0,1
8959,4,3,2,818,1995000.0,4,2438.88,1,0,0,0,0,0,1
8960,6,3,3,1055,1349200.0,6,1278.86,0,0,1,0,1,0,0
8961,5,5,5,4544,5775000.0,9,1270.91,1,0,0,0,0,0,1
8962,10,6,5,7015,8998500.0,8,1282.75,1,0,0,0,0,0,1
8963,4,3,3,1324,4341800.0,-3,3279.31,1,0,0,0,1,0,0
8964,4,3,2,1345,3787400.0,-3,2815.91,1,0,0,0,1,0,0
8965,4,3,2,1195,2294200.0,-2,1919.83,1,0,0,0,0,1,0
8966,4,3,3,958,1890000.0,-4,1972.86,1,0,0,0,1,0,0
8967,4,2,2,1163,2142000.0,7,1841.79,1,0,0,0,1,0,0
8968,2,6,7,7015,8998500.0,8,1282.75,1,0,0,0,0,0,1
8969,6,3,2,926,1081500.0,-1,1167.93,1,0,0,0,1,0,0
8970,10,6,8,5537,9076200.0,-3,1639.19,0,1,0,0,0,0,1
8971,4,4,3,1410,3011400.0,-4,2135.74,1,0,0,0,1,0,0
8972,4,2,2,807,2694300.0,-3,3338.66,1,0,0,0,0,0,1
8973,4,2,2,925,1239000.0,9,1339.46,1,0,0,0,1,0,0
8974,4,2,1,700,1417500.0,-2,2025.0,1,0,0,0,0,1,0
8975,4,2,1,624,1851200.0,-2,2966.67,0,1,0,0,1,0,0
8976,8,3,2,645,441000.0,29,683.72,1,0,0,0,1,0,0
8977,4,5,6,2788,8954400.0,-4,3211.76,0,1,0,0,1,0,0
8978,4,3,5,2594,7988400.0,14,3079.57,0,0,0,1,0,1,0
8979,4,2,2,700,2006600.0,-1,2866.57,1,0,0,0,1,0,0
8980,4,3,3,1249,3315900.0,-3,2654.84,0,1,0,0,1,0,0
8981,4,3,2,936,1926800.0,-2,2058.55,1,0,0,0,0,1,0
8982,4,1,1,570,1638000.0,-1,2873.68,1,0,0,0,1,0,0
8983,6,3,3,1033,1522500.0,5,1473.86,1,0,0,0,1,0,0
8984,8,4,2,1732,1134000.0,38,654.73,1,0,0,0,1,0,0
8985,8,3,2,1324,714000.0,44,539.27,1,0,0,0,1,0,0
8986,4,3,2,1001,2764600.0,-4,2761.84,1,0,0,0,0,0,1
8987,4,3,4,1711,3255000.0,14,1902.4,0,1,0,0,1,0,0
8988,4,1,1,398,766500.0,12,1925.88,1,0,0,0,0,0,1
8989,4,2,2,753,1858000.0,-2,2467.46,0,1,0,0,1,0,0
8990,8,3,2,1334,1722000.0,26,1290.85,1,0,0,0,1,0,0
8991,8,3,2,1280,892500.0,42,697.27,1,0,0,0,1,0,0
8992,2,5,5,10700,26040000.0,10,2433.64,1,0,0,0,1,0,0
8993,4,2,2,1313,5024200.0,0,3826.5,0,0,1,0,0,0,1
8994,4,2,2,710,1134000.0,2,1597.18,1,0,0,0,1,0,0
8995,8,3,2,1001,593200.0,9,592.61,1,0,0,0,1,0,0
8996,4,3,3,1518,2677500.0,14,1763.83,1,0,0,0,1,0,0
8997,10,5,5,6973,12534900.0,12,1797.63,1,0,0,0,0,0,1
8998,10,6,5,3500,3570000.0,21,1020.0,1,0,0,0,1,0,0
8999,4,3,2,893,1669500.0,-3,1869.54,1,0,0,0,0,0,1
9000,6,3,3,1066,1155000.0,-4,1083.49,1,0,0,0,1,0,0
9001,4,2,2,980,1396500.0,8,1425.0,0,0,1,0,1,0,0
9002,4,1,1,527,692000.0,6,1313.09,0,1,0,0,1,0,0
9003,4,2,2,797,2596400.0,0,3257.72,1,0,0,0,0,0,1
9004,10,6,6,6200,6699000.0,45,1080.48,1,0,0,0,0,0,1
9005,4,3,2,1647,3202500.0,-2,1944.44,0,1,0,0,1,0,0
9006,8,3,2,1001,648900.0,6,648.25,1,0,0,0,1,0,0
9007,4,3,2,958,1496200.0,-4,1561.8,1,0,0,0,1,0,0
9008,8,3,2,1011,794000.0,10,785.36,1,0,0,0,1,0,0
9009,3,5,4,4661,4725000.0,11,1013.73,1,0,0,0,0,0,1
9010,8,3,2,990,803200.0,5,811.31,1,0,0,0,1,0,0
9011,4,3,3,1249,4197900.0,0,3361.01,0,1,0,0,0,0,1
9012,4,2,2,635,1837500.0,-2,2893.7,0,1,0,0,1,0,0
9013,8,4,3,1614,1353300.0,34,838.48,0,0,1,0,1,0,0
9014,4,4,2,1496,4515000.0,0,3018.05,1,0,0,0,0,0,1
9015,4,3,2,969,2106300.0,-3,2173.68,1,0,0,0,0,0,1
9016,4,4,3,1259,2222800.0,-4,1765.53,1,0,0,0,0,0,1
9017,10,6,6,4865,4305000.0,0,884.89,0,1,0,0,1,0,0
9018,4,4,4,2034,6686400.0,4,3287.32,1,0,0,0,1,0,0
9019,8,2,1,646,354900.0,55,549.38,1,0,0,0,1,0,0
9020,2,5,5,9808,16275000.0,4,1659.36,1,0,0,0,0,0,1
9021,8,3,1,635,336000.0,51,529.13,1,0,0,0,1,0,0
9022,4,3,2,1033,1317800.0,5,1275.7,1,0,0,0,1,0,0
9023,4,2,2,969,2205000.0,-4,2275.54,1,0,0,0,0,0,1
9024,8,3,2,1119,672000.0,36,600.54,1,0,0,0,1,0,0
9025,8,3,2,1216,661500.0,5,544.0,1,0,0,0,1,0,0
9026,4,3,2,1109,3011400.0,-2,2715.42,1,0,0,0,0,0,1
9027,4,3,5,2594,8085000.0,14,3116.81,0,0,0,1,0,1,0
9028,8,3,2,1140,617400.0,27,541.58,1,0,0,0,1,0,0
9029,2,5,4,5700,8505000.0,25,1492.11,1,0,0,0,0,0,1
9030,4,4,3,1561,1979200.0,28,1267.91,1,0,0,0,0,0,1
9031,4,3,2,1076,2505200.0,-3,2328.25,1,0,0,0,1,0,0
9032,8,3,2,990,669900.0,6,676.67,1,0,0,0,1,0,0
9033,8,3,2,990,1049000.0,9,1059.6,1,0,0,0,1,0,0
9034,8,3,2,1215,598500.0,6,492.59,0,1,0,0,1,0,0
9035,8,3,2,1249,838800.0,8,671.58,1,0,0,0,1,0,0
9036,4,5,4,8310,20989500.0,4,2525.81,1,0,0,0,1,0,0
9037,6,2,2,980,1037400.0,14,1058.57,1,0,0,0,1,0,0
9038,4,1,1,463,1050000.0,0,2267.82,0,1,0,0,0,0,1
9039,4,2,2,818,2648100.0,-1,3237.29,1,0,0,0,1,0,0
9040,8,3,2,1184,1207500.0,16,1019.85,0,0,0,1,1,0,0
9041,4,1,1,474,1113000.0,-2,2348.1,0,1,0,0,1,0,0
9042,6,3,3,958,1312500.0,5,1370.04,1,0,0,0,1,0,0
9043,4,1,1,474,1054200.0,-2,2224.05,0,0,1,0,0,0,1
9044,8,3,2,969,827400.0,17,853.87,1,0,0,0,1,0,0
9045,8,2,2,721,438900.0,33,608.74,1,0,0,0,1,0,0
9046,4,2,2,1076,2856000.0,12,2654.28,1,0,0,0,1,0,0
9047,4,4,2,1023,1344000.0,3,1313.78,0,0,1,0,1,0,0
9048,4,5,5,2142,5347600.0,-2,2496.55,0,1,0,0,0,0,1
9049,8,3,2,969,682500.0,19,704.33,1,0,0,0,1,0,0
9050,4,2,2,840,2100000.0,-1,2500.0,1,0,0,0,1,0,0
9051,4,2,1,506,1312500.0,0,2593.87,1,0,0,0,1,0,0
9052,12,5,4,2605,3780000.0,14,1451.06,0,1,0,0,0,0,1
9053,8,4,2,1603,839000.0,35,523.39,1,0,0,0,1,0,0
9054,4,3,3,1216,2977800.0,-3,2448.85,0,0,1,0,1,0,0
9055,4,2,2,829,2572500.0,-3,3103.14,1,0,0,0,0,0,1
9056,4,2,2,764,1773300.0,-3,2321.07,0,0,1,0,1,0,0
9057,3,5,4,4370,4987500.0,-6,1141.3,0,1,0,0,0,0,1
9058,4,4,5,2250,7875000.0,4,3500.0,1,0,0,0,1,0,0
9059,4,4,4,1463,3987900.0,-2,2725.84,1,0,0,0,1,0,0
9060,6,3,2,958,1207100.0,-5,1260.02,0,0,1,0,1,0,0
9061,12,4,4,3200,2730000.0,23,853.12,1,0,0,0,1,0,0
9062,4,4,4,5985,14700000.0,12,2456.14,0,0,0,1,1,0,0
9063,6,3,3,1076,1365000.0,5,1268.59,1,0,0,0,1,0,0
9064,4,4,3,1302,3171000.0,-2,2435.48,0,1,0,0,0,0,1
9065,8,3,2,1001,819000.0,4,818.18,1,0,0,0,1,0,0
9066,2,6,6,5017,8998500.0,8,1793.6,0,1,0,0,0,0,1
9067,8,3,2,990,766500.0,42,774.24,1,0,0,0,1,0,0
9068,8,3,2,1291,682500.0,23,528.66,0,1,0,0,1,0,0
9069,4,4,3,1755,3777900.0,-4,2152.65,0,1,0,0,1,0,0
9070,4,2,2,829,2730000.0,-3,3293.12,0,0,0,1,0,0,1
9071,8,2,2,699,525000.0,4,751.07,1,0,0,0,1,0,0
9072,4,3,3,1281,3674000.0,-3,2868.07,0,1,0,0,0,0,1
9073,4,4,3,1292,2604000.0,-4,2015.48,0,1,0,0,1,0,0
9074,4,5,4,1668,1890000.0,-2,1133.09,1,0,0,0,1,0,0
9075,8,3,2,904,525000.0,27,580.75,1,0,0,0,1,0,0
9076,4,3,3,1130,2248000.0,-1,1989.38,1,0,0,0,0,0,1
9077,4,2,1,657,1549800.0,-5,2358.9,0,1,0,0,1,0,0
9078,4,3,2,1270,3297000.0,-4,2596.06,1,0,0,0,0,0,1
9079,4,4,3,1270,2520000.0,-1,1984.25,1,0,0,0,0,0,1
9080,4,2,2,1130,2363600.0,-1,2091.68,1,0,0,0,0,0,1
9081,4,1,1,581,987000.0,5,1698.8,1,0,0,0,1,0,0
9082,4,4,4,2056,6540500.0,-3,3181.18,1,0,0,0,0,0,1
9083,6,3,3,1184,1365000.0,18,1152.87,0,0,1,0,1,0,0
9084,8,3,2,1001,1016400.0,5,1015.38,1,0,0,0,1,0,0
9085,4,3,2,1249,2499000.0,11,2000.8,1,0,0,0,1,0,0
9086,4,3,3,2368,6195000.0,11,2616.13,1,0,0,0,0,0,1
9087,4,3,3,1711,3453300.0,12,2018.29,1,0,0,0,1,0,0
9088,2,6,6,7015,8998500.0,8,1282.75,1,0,0,0,0,0,1
9089,4,3,3,1507,1837500.0,20,1219.31,1,0,0,0,1,0,0
9090,4,3,3,1216,1627500.0,4,1338.4,1,0,0,0,0,0,1
9091,8,3,2,1001,829500.0,9,828.67,1,0,0,0,1,0,0
9092,4,2,2,849,1575000.0,13,1855.12,0,1,0,0,0,0,1
9093,6,3,2,958,1197000.0,-5,1249.48,0,1,0,0,1,0,0
9094,4,3,2,1152,1732500.0,8,1503.91,1,0,0,0,1,0,0
9095,3,4,4,3283,2604000.0,15,793.18,1,0,0,0,1,0,0
9096,6,3,3,1044,1399600.0,-4,1340.61,1,0,0,0,1,0,0
9097,4,1,1,581,1155000.0,15,1987.95,0,0,0,1,1,0,0
9098,8,3,2,980,409500.0,41,417.86,1,0,0,0,1,0,0
9099,4,4,5,2637,5615400.0,-3,2129.47,1,0,0,0,1,0,0
9100,10,5,5,5700,8505000.0,25,1492.11,1,0,0,0,0,0,1
9101,6,4,3,1313,1659000.0,-5,1263.52,1,0,0,0,1,0,0
9102,4,2,2,915,1995000.0,25,2180.33,0,0,0,1,0,0,1
9103,4,1,1,753,1365000.0,5,1812.75,1,0,0,0,1,0,0
9104,2,6,5,16000,21000000.0,12,1312.5,1,0,0,0,1,0,0
9105,4,4,3,1281,2507400.0,-3,1957.38,0,1,0,0,0,0,1
9106,6,3,2,958,1205400.0,-5,1258.25,1,0,0,0,1,0,0
9107,4,3,4,1873,5355000.0,0,2859.05,1,0,0,0,0,0,1
9108,8,5,3,1895,1155000.0,18,609.5,1,0,0,0,1,0,0
9109,4,2,2,746,1412200.0,-1,1893.03,0,0,0,1,1,0,0
9110,4,3,2,893,1673700.0,-3,1874.24,1,0,0,0,0,0,1
9111,8,3,2,1183,624800.0,14,528.15,1,0,0,0,1,0,0
9112,8,3,2,1001,892500.0,5,891.61,1,0,0,0,1,0,0
9113,4,2,2,818,2635500.0,-1,3221.88,1,0,0,0,0,0,1
9114,2,6,7,6500,8169000.0,8,1256.77,1,0,0,0,0,0,1
9115,4,1,1,860,1449000.0,8,1684.88,0,0,0,1,0,0,1
9116,8,2,2,721,420000.0,36,582.52,1,0,0,0,1,0,0
9117,4,2,1,517,1407000.0,-1,2721.47,0,1,0,0,1,0,0
9118,4,2,1,689,1879500.0,-1,2727.87,1,0,0,0,1,0,0
9119,4,3,2,1044,3279200.0,-1,3141.0,1,0,0,0,0,0,1
9120,4,2,1,614,1659000.0,-1,2701.95,1,0,0,0,0,0,1
9121,8,2,1,700,366300.0,49,523.29,1,0,0,0,1,0,0
9122,10,6,6,4850,5985000.0,9,1234.02,1,0,0,0,0,0,1
9123,8,3,2,1001,1029000.0,5,1027.97,1,0,0,0,1,0,0
9124,4,3,2,1700,2100000.0,29,1235.29,1,0,0,0,1,0,0
9125,4,3,2,936,1985600.0,-2,2121.37,0,1,0,0,0,1,0
9126,4,1,2,1098,2625000.0,9,2390.71,1,0,0,0,1,0,0
9127,4,4,4,2432,5982900.0,11,2460.07,1,0,0,0,0,0,1
9128,8,3,2,1011,467200.0,40,462.12,0,1,0,0,1,0,0
9129,4,4,3,1528,3202500.0,-4,2095.88,1,0,0,0,1,0,0
9130,10,6,6,5748,4708200.0,0,819.1,1,0,0,0,1,0,0
9131,8,2,2,721,383200.0,36,531.48,1,0,0,0,1,0,0
9132,8,2,1,710,367500.0,49,517.61,1,0,0,0,1,0,0
9133,6,3,2,1001,1215900.0,-5,1214.69,0,1,0,0,1,0,0
9134,12,5,4,3980,5565000.0,59,1398.24,1,0,0,0,0,0,1
9135,4,2,2,764,1869000.0,-2,2446.34,1,0,0,0,1,0,0
9136,8,2,2,731,441000.0,4,603.28,1,0,0,0,1,0,0
9137,8,3,2,990,576300.0,5,582.12,1,0,0,0,1,0,0
9138,8,3,2,969,606900.0,21,626.32,1,0,0,0,1,0,0
9139,4,2,2,752,2505400.0,-3,3331.65,1,0,0,0,0,0,1
9140,4,1,1,463,1459500.0,-1,3152.27,0,1,0,0,0,0,1
9141,4,1,1,484,1540800.0,-2,3183.47,1,0,0,0,0,0,1
9142,4,3,2,1152,2737400.0,-2,2376.22,0,1,0,0,0,0,1
9143,4,2,2,775,2520000.0,0,3251.61,1,0,0,0,0,0,1
9144,4,4,2,1227,2252200.0,-3,1835.53,0,1,0,0,0,0,1
9145,4,2,2,1049,1680000.0,7,1601.53,1,0,0,0,0,0,1
9146,8,3,2,1205,756000.0,6,627.39,1,0,0,0,1,0,0
9147,8,3,2,1184,869400.0,20,734.29,1,0,0,0,1,0,0
9148,8,2,2,646,335000.0,52,518.58,1,0,0,0,1,0,0
9149,4,2,2,797,2310000.0,-3,2898.37,1,0,0,0,0,0,1
9150,4,5,4,1819,4179000.0,-1,2297.42,1,0,0,0,1,0,0
9151,4,3,3,1141,2625000.0,23,2300.61,1,0,0,0,0,0,1
9152,4,4,3,1410,3011400.0,-4,2135.74,0,1,0,0,1,0,0
9153,8,4,2,1216,903000.0,5,742.6,1,0,0,0,1,0,0
9154,4,2,2,700,2093700.0,-3,2991.0,1,0,0,0,0,0,1
9155,4,3,2,958,1429000.0,-4,1491.65,0,0,1,0,1,0,0
9156,2,8,8,11500,19740000.0,8,1716.52,0,1,0,0,0,0,1
9157,6,3,3,1087,1417500.0,6,1304.05,1,0,0,0,1,0,0
9158,4,2,1,624,1751400.0,-1,2806.73,1,0,0,0,1,0,0
9159,4,1,1,527,1428000.0,0,2709.68,1,0,0,0,0,0,1
9160,2,6,6,6800,8064000.0,11,1185.88,1,0,0,0,0,0,1
9161,12,3,4,2820,5124000.0,24,1817.02,1,0,0,0,0,0,1
9162,4,5,3,1507,3193000.0,-1,2118.78,0,1,0,0,0,0,1
9163,4,3,3,1163,2709000.0,-2,2329.32,1,0,0,0,0,0,1
9164,4,5,5,1819,6161400.0,-1,3387.25,1,0,0,0,0,0,1
9165,10,4,3,2500,5145000.0,9,2058.0,1,0,0,0,0,0,1
9166,4,1,1,463,1475200.0,-1,3186.18,0,0,1,0,0,0,1
9167,8,4,3,1596,976500.0,35,611.84,0,0,1,0,1,0,0
9168,4,3,2,1173,2801400.0,-1,2388.24,1,0,0,0,1,0,0
9169,4,2,2,678,1354500.0,5,1997.79,0,1,0,0,1,0,0
9170,4,4,3,1302,3150000.0,-1,2419.35,1,0,0,0,0,0,1
9171,4,3,3,1055,2926200.0,-3,2773.65,0,0,1,0,0,0,1
9172,8,3,2,1324,932400.0,48,704.23,1,0,0,0,1,0,0
9173,8,3,2,1205,1260000.0,5,1045.64,1,0,0,0,1,0,0
9174,4,3,3,1689,2310000.0,16,1367.67,0,1,0,0,1,0,0
9175,2,7,7,5500,6300000.0,24,1145.45,1,0,0,0,1,0,0
9176,4,3,3,1249,3934400.0,0,3150.04,0,0,1,0,0,0,1
9177,8,2,1,635,383200.0,44,603.46,1,0,0,0,1,0,0
9178,4,4,4,2002,5613300.0,-1,2803.85,1,0,0,0,1,0,0
9179,2,5,4,4000,12600000.0,45,3150.0,1,0,0,0,0,0,1
9180,4,2,2,807,1701000.0,25,2107.81,0,1,0,0,0,0,1
9181,4,4,3,129,2602700.0,1,20175.97,0,1,0,0,0,0,1
9182,4,4,5,2530,5649000.0,9,2232.81,1,0,0,0,1,0,0
9183,8,4,2,1367,682500.0,33,499.27,0,1,0,0,1,0,0
9184,4,1,1,495,1491000.0,0,3012.12,0,0,1,0,0,0,1
9185,4,3,3,1055,2926200.0,-3,2773.65,1,0,0,0,0,0,1
9186,8,2,1,818,475600.0,47,581.42,1,0,0,0,1,0,0
9187,8,3,2,1281,651000.0,43,508.2,1,0,0,0,1,0,0
9188,4,4,3,1518,2835000.0,-2,1867.59,0,1,0,0,1,0,0
9189,6,3,3,1130,1417500.0,6,1254.42,1,0,0,0,1,0,0
9190,4,3,2,1249,1362900.0,23,1091.19,1,0,0,0,1,0,0
9191,4,1,1,581,1533000.0,-1,2638.55,0,0,1,0,0,0,1
9192,6,3,2,904,1321800.0,5,1462.17,1,0,0,0,1,0,0
9193,8,2,2,720,367500.0,35,510.42,1,0,0,0,1,0,0
9194,4,2,1,624,1751400.0,-1,2806.73,0,0,1,0,1,0,0
9195,4,3,3,1292,3664500.0,0,2836.3,1,0,0,0,0,0,1
9196,4,2,2,1119,2814000.0,6,2514.75,0,0,0,1,1,0,0
9197,8,2,2,721,372800.0,37,517.06,1,0,0,0,1,0,0
9198,8,3,2,915,708800.0,27,774.64,1,0,0,0,1,0,0
9199,8,2,2,732,774900.0,4,1058.61,1,0,0,0,1,0,0
9200,8,3,2,1379,724500.0,33,525.38,1,0,0,0,1,0,0
9201,8,4,3,1572,887200.0,38,564.38,1,0,0,0,1,0,0
9202,4,1,1,484,1050000.0,-4,2169.42,0,1,0,0,1,0,0
9203,4,3,3,1152,2448600.0,-1,2125.52,0,0,0,1,1,0,0
9204,8,3,2,904,513300.0,33,567.81,0,1,0,0,1,0,0
9205,4,1,1,538,1407000.0,-1,2615.24,0,1,0,0,0,0,1
9206,4,4,6,2573,6853600.0,6,2663.66,0,1,0,0,1,0,0
9207,4,2,1,570,1785000.0,-3,3131.58,1,0,0,0,0,0,1
9208,4,2,1,570,1802500.0,-3,3162.28,1,0,0,0,0,0,1
9209,4,4,4,1281,3622500.0,-1,2827.87,1,0,0,0,0,0,1
9210,4,2,2,1313,5572400.0,0,4244.02,1,0,0,0,0,0,1
9211,4,4,4,1970,6372000.0,0,3234.52,1,0,0,0,0,0,1
9212,8,3,2,1291,744300.0,35,576.53,1,0,0,0,1,0,0
9213,10,6,6,4865,4305000.0,0,884.89,0,0,1,0,1,0,0
9214,8,4,2,1571,869400.0,36,553.41,1,0,0,0,1,0,0
9215,4,2,1,614,1764000.0,-1,2872.96,1,0,0,0,1,0,0
9216,8,3,2,1206,629000.0,7,521.56,1,0,0,0,1,0,0
9217,8,3,2,1162,543900.0,35,468.07,0,0,1,0,1,0,0
9218,4,2,2,721,1258100.0,-2,1744.94,0,1,0,0,1,0,0
9219,4,2,2,786,2202900.0,-3,2802.67,1,0,0,0,0,0,1
9220,4,4,3,1658,6371400.0,6,3842.82,1,0,0,0,1,0,0
